customer_unique_id,order_id,order_purchase_timestamp,order_total,days_since_order,review_score,product_category_name
52abba659c0a219f8de7076dc33e0e83,027fb2504084c231e857f6cf558a9992,2017-10-09 23:05:41,142.02,373,5.0,{'esporte_lazer'}
71f88e06eb78302859a034cd7d1877a1,0283a5f1680cc866884c09960d2462e3,2018-05-14 12:34:50,305.01,156,5.0,{'moveis_decoracao'}
3170ebd8b32a5e2102c9d75e0a7f6d74,02875e2e1d01d7a1533215fb97510b06,2017-08-25 11:16:05,207.65,418,5.0,{'papelaria'}
78d665ab97fb0bfd754a20a48476c4e7,029863af4b968de1e5d6a82782e662f5,2017-07-06 09:03:55,41.09,468,4.5,{'papelaria'}
25c88b7eff936d6a6fed64142b760035,029b1d3a355dec12cfed60927f076a9d,2018-07-17 17:16:25,252.38,92,4.0,{'beleza_saude'}
3fe3e628c6c7a15ae96416826a4c5952,02a059e99249511338c51476bf3d942e,2017-07-24 19:24:34,132.03,450,5.0,{'brinquedos'}
ad42aaf1833e2a64136a9d9f823d77ab,02a0f7101947ebb4e6d2ec4c1c929bbb,2017-12-14 19:10:10,112.49,307,5.0,{'instrumentos_musicais'}
272f0ffe236b0bf765e14f5a2b577a6b,02a98752595ee9d94c570ad3e18055b4,2018-08-02 12:05:59,80.4,76,5.0,{'utilidades_domesticas'}
b7b68a8bb6ca48aefdd5790e04cda817,02b09d03f22e1da491e4d578a0bc3f90,2018-03-05 12:17:21,43.1,226,5.0,{'relogios_presentes'}
fed2005ccab4fcf1a40ebdaff032a148,02b0bf9164ac7753f9880e46dba17f6c,2017-06-17 17:04:31,63.42,487,1.0,{'informatica_acessorios'}
6aa2294d9975e319365a586ba919de73,02b39a781ee24f6997ad691ea7a01491,2017-12-10 12:04:08,126.57,311,3.0,{'informatica_acessorios'}
fb8bc250f9f12a9121282d4b0d59485b,02b8fcdd1bd75d7d5861f407dde29768,2018-05-15 11:12:08,36.84,155,5.0,{'perfumaria'}
ed7ecb1bd52fef9f35d06b0f09c79539,02bbf7328b514a90bedde6541c213811,2017-04-05 14:33:07,39.62,560,4.0,{'papelaria'}
e1224167b1a3f92781c2ff55b0b794be,02c8875e5351540e76019fb7429e163f,2018-02-15 15:11:35,16.78,244,4.0,{'eletronicos'}
0451ef5a31cea3e14ce02d768d7c9943,02c9b2b746777e4dadcf72941e5a010d,2017-04-14 18:09:37,218.28,551,5.0,{'perfumaria'}
e9523749328fe82cd18a39f8611a69b9,02cb14245fd2ce5926afb2225f28b002,2018-02-20 19:41:41,339.77,239,5.0,{'eletroportateis'}
24391449252cf6db04ce271b2a208d83,02e405aa2667a116637cdb4affaf93c0,2018-04-17 23:29:11,162.33,183,5.0,{'cama_mesa_banho'}
565448508b44312e8489ca1bc1f5d09e,02ec4da9d03014f06d711d60eb37cc22,2017-04-28 12:32:56,105.08,537,1.0,{'cama_mesa_banho'}
68f412bbb674141ab49ef13b501baf45,02fc75303e2529f036cb819168fa21a0,2018-07-17 20:10:33,68.45,92,5.0,{'papelaria'}
3648f9e5f51f679ed24deff1f031a093,032de52b21013e176ee997c8f210dd66,2017-12-07 09:32:16,65.1,314,5.0,{'bebes'}
ae11ab40faeb1f8b85f6308e052bd710,0332e2e8114f5904403029875ac75329,2018-05-09 21:09:14,133.21,161,5.0,{'beleza_saude'}
a239b8e2fbce33780f1f1912e2ee5275,033a79557b0d234035b38da3be948574,2017-02-06 14:56:20,59.35,618,5.0,{'ferramentas_jardim'}
159306b86e782097be9a4e29e3d294d3,03515a836bb855b03f7df9dee520a8fc,2018-01-19 13:24:38,106.38,271,5.0,{'beleza_saude'}
9910e92c18776a14048773cef6592b91,03518b1ed227311405c355ccbda81a80,2017-07-26 09:47:24,77.53,448,5.0,{'esporte_lazer'}
9689908caf4de73724feed92175d867a,0359f367ef22ad541b0bdc484158be09,2018-08-03 11:44:49,223.48,75,5.0,{'moveis_cozinha_area_de_servico_jantar_e_jardim'}
bc7b9e0d078c0c01f622b38cfcd7ee9c,0361f3d4648b016237d77833005e4cfc,2017-11-06 12:34:37,184.73,345,5.0,{'relogios_presentes'}
f8bc1d81f395f6239a2a5ab1b9edf1ab,0362e923f805ae4dce58fd78c86c96c4,2018-04-13 13:54:38,313.67,187,5.0,"{'utilidades_domesticas', 'moveis_cozinha_area_de_servico_jantar_e_jardim'}"
17c7da60a0690728119612a54035452d,0368b1d608cf0cc5246c6110754d8fee,2018-01-10 15:54:44,122.01,280,5.0,{'brinquedos'}
d7b4f3c9c89ba771ef099693c61d7085,036b2855a4c92b30f0bd1f3fc0f46e48,2017-02-16 15:56:11,67.53,608,4.0,{'esporte_lazer'}
582413ee5c9cf48218666c6fd967a221,036f684797c77d9beffa596570e198bd,2017-12-11 12:48:03,46.1,310,4.0,{'fashion_bolsas_e_acessorios'}
81ede855f58f99b76014d66d161e7a23,036ff362f1e7465c0ecad8f54b2e6c06,2017-12-22 15:26:51,194.0,299,5.0,{'esporte_lazer'}
5709900c6ded8af6dfb28b043943368d,0374e57efce00e3004e93acd6310c58f,2017-12-16 12:25:18,66.93,305,4.0,{'cama_mesa_banho'}
4985c6f86aaf1460d9b6fdc74465a5a5,037ce5266460af220f19d497b130e737,2018-07-27 09:25:33,118.35,82,3.0,{'beleza_saude'}
399a2a06a7ddefb3b09460ba6a1bcf12,0382e1be5feaca880336365b982b8629,2018-05-07 22:14:31,24.39,163,4.0,{'telefonia'}
c8460e4251689ba205045f3ea17884a1,03aba68b07658f28f29612641f08d4ba,2018-08-08 14:27:15,1202.64,70,4.0,{'telefonia'}
25f3cf83109f636d52d288fa4e797111,03c939fd7fd3b38f8485a0f95798f1f6,2018-02-25 21:01:08,42.11,234,3.3333333333333335,{'eletrodomesticos'}
c297bb9230dc3152522d0c2b4caa7a1a,03d5b9a74ff46435640f8bd737ac2237,2017-12-04 20:55:31,146.43,317,5.0,{'pet_shop'}
b64d39d1e77c4d9a7e7d002ad7552178,03e2511c3ad8af9188ef59218b1e8a2c,2018-07-13 00:12:56,171.09,96,2.0,{'relogios_presentes'}
32cbbf7b9770feb67a514300686f5485,03eba6d9fef8f5b3e811d4b5a7cca9cd,2018-02-08 20:09:44,102.83,251,4.5,{'cama_mesa_banho'}
754f0aa37a9a58685e42e70973bc511c,03ee63602079004d0098fecfc1d4cfe7,2017-08-15 17:08:00,80.2,428,5.0,{'esporte_lazer'}
d927267e54f07b9e0fd408d2f840024c,03f2794ace8d10c0af8614f6fac2be3e,2017-05-15 20:46:00,108.19,520,2.0,{'brinquedos'}
10867a902e32dd54061b2cda9c55b0b6,03fa3f4dec4b3647d00532079f723fec,2018-02-26 14:18:54,161.86,233,1.0,{'informatica_acessorios'}
6a64e2cf94a5779760698c1e25a2852a,0402c01cc0985160e52a67f202177b78,2017-09-26 12:48:14,70.72,386,5.0,{'beleza_saude'}
f31d2c22ddcad145e224e6dc48f349b9,04107d105302558ebef9aa631b9bd13a,2018-04-13 22:12:39,86.4,187,5.0,{'construcao_ferramentas_construcao'}
065dcef61d5f66b30d2ee51b5343d023,04164ec24abde688d0451ee982797344,2017-11-30 21:30:36,102.92,321,5.0,{'relogios_presentes'}
ca3865ab988451f1544dad3910217f29,041aa5c38550649d5b51f38ba03a29a4,2018-02-06 09:17:35,49.0,253,4.0,{'beleza_saude'}
b1addddee0c4b35550114227d2328cc4,04221a4eb2e1a30903ffaaa72f8b268c,2018-06-29 11:03:15,52.93,110,5.0,{'telefonia'}
44a22a3351d7f1bb3d337d1be11b41fb,042cfa84b1415cdcea821bcbc1bb8f4c,2017-12-17 10:49:02,62.27,304,5.0,{'beleza_saude'}
52597838f6c178b19b961b068d048c71,042d7868efeb34d5748cf9262016f6be,2017-08-30 14:57:25,112.43,413,5.0,{'informatica_acessorios'}
e559969619d1a0922477a2d8cfaf50d9,04323742e042716e4427a5b3536ea08f,2018-04-23 00:34:50,52.76,177,2.0,{'telefonia'}
dc1dac999319e4de0009df7ad0d02104,0435404d45d367d6da14e7628c40a041,2017-05-24 21:43:53,85.14,511,5.0,{'fashion_bolsas_e_acessorios'}
407a6773db6e845737d04a6e27e653b4,044496e055fca9c2f17e1309e77a48b6,2017-09-13 07:59:23,156.23,399,5.0,{'utilidades_domesticas'}
a1874c5550d2f0bc14cc122164603713,04467aceefd2346ed54c7fd9e40721a6,2018-01-25 16:21:03,67.5,265,5.0,{'ferramentas_jardim'}
31d332d20895c5c0baefe55207a0fead,04492e6b1fcee5317506f927e0e89eb2,2018-07-17 01:02:33,130.01,92,4.0,{'cama_mesa_banho'}
be33ce67f6c02b468b94afa895a955fe,045d5f2b9ec233c262c0ba79867e37fb,2018-01-13 19:50:52,236.97,277,5.0,{'esporte_lazer'}
89be58cbdd6ef318e3ed93fdb22be178,048297b4e795502db60be292e12dd390,2018-03-26 03:50:48,193.55,205,3.0,{'fraldas_higiene'}
e69e2b2ce493d7d2307b2588fd1614bd,0493cfcda1fbe4c59f584aeffa96c098,2017-03-03 14:22:17,106.36,593,5.0,{'papelaria'}
206b04b38a5dc8404458ec16edeca606,0494f6deee34c3bcc09e66f364b0e5a4,2018-05-17 16:38:18,64.22,153,5.0,{'bebes'}
cddc66766972c6d5da2fdd80fcefe1f0,04a18000a647d0f0f842ca489dd4a464,2018-03-21 14:03:09,147.56,210,3.0,{'moveis_decoracao'}
f30856ad31d3e74253a3f4ccef670648,04a28263e085d399c97ae49e0b477efa,2018-02-02 18:01:10,100.23,257,1.0,{'informatica_acessorios'}
6f59eba24fd00a27069b57c896d8899a,04b3135bf087618b410a00680576242f,2018-07-29 19:58:34,43.89,80,1.0,{'utilidades_domesticas'}
dd9b235dbe7d48c82caca4da097a2240,04b7738ad5fbb213eeb7a2145bea8242,2018-05-16 10:58:56,392.89,154,2.0,"{'instrumentos_musicais', 'moveis_decoracao'}"
c4ebedb09beb89cc0314c5c0c33f8053,04c3bddd55df58e83123e3b174855489,2018-01-26 21:34:07,175.08,264,1.0,{'moveis_escritorio'}
e424731f7e9ccc9f3384b8b71378cbf7,04d943e133b4033bedddc46ee516f5c4,2017-08-25 00:47:34,56.78,418,5.0,{'relogios_presentes'}
9eb77967122094a4eea4084933b47a1e,04d95724f8e595ca13c0806541d39973,2018-03-19 10:05:40,138.28,212,5.0,{'perfumaria'}
7d19f93ed7e2ea8211975b68525b0598,04eafa8a91ba0d51dc0c193bb67afc87,2017-11-26 01:02:57,279.0,325,5.0,{'brinquedos'}
6428403ac3b03984c38fd083fa1647b0,04eb8bac62618bbc56c582cd49493669,2017-05-16 09:12:37,84.14,519,4.0,{'fashion_bolsas_e_acessorios'}
d8ca95d946a44bf4af460bc5eea8c00f,04f9ef79f6d6439da363d065445c2325,2018-05-16 16:50:24,60.39,154,5.0,{'beleza_saude'}
a3ad86e859f1d0466bc1beb77fdf218c,0507a74781354ea643bff372311d2a97,2018-05-21 16:41:06,117.96,149,5.0,{'beleza_saude'}
ea2a4a14c49ad9a9d64d2b7f91f0c293,050f9344068b604a9df9c01b12ded455,2017-10-08 09:00:30,123.01,374,4.0,{'esporte_lazer'}
d55417a83a73d1702b43988e63f0731a,0510fbef17088fdb22eed8b459322c62,2018-04-24 19:42:23,113.22,176,4.0,{'esporte_lazer'}
601bf929b8d0a8feecab068a2110ae1f,05200ccb21bae81c6c32914d7c3bb778,2017-12-17 15:34:23,43.1,304,5.0,{'relogios_presentes'}
bb58670190dba4e9b320f84cb98317a3,052b102ad85bbd141261bbb4ad13edfc,2017-06-14 23:43:18,42.11,490,3.0,{'eletrodomesticos'}
4df9aee56fa602c72756abb22ee60b17,053180cf4b0cf3f7a300e2e42ff01da9,2017-12-11 10:06:05,144.86,310,5.0,{'ferramentas_jardim'}
bf59acdae64e9900fd93e4847baa1978,053fdca16d1f69bd52f908f070a19049,2017-10-07 13:59:13,69.71,375,5.0,{'alimentos'}
124ef8d5acc80858c69d34e3e08b572d,05426618bfbb87e04fdd3a60a5bfef38,2018-07-19 19:39:12,385.74,90,5.0,{'beleza_saude'}
0e850ed5adc4abe0346435eda5b1a626,0544030711e50ec2cb6c15764d22891a,2018-04-12 17:36:07,32.53,188,2.5,{'eletrodomesticos'}
744fb2d41ededa16d3f703b7065b234c,05452881e2846549b81d39249bb66ad7,2018-02-04 22:04:37,224.6,255,5.0,{'cama_mesa_banho'}
97981245c3257ea9b14befffd560177b,054c0efb53bb68011a58b28d34cf04a3,2017-08-12 19:07:37,125.21,431,4.0,{'eletroportateis'}
20ae758fb6688386d9d1540f63d380e0,05547569f5543318997d30464eeb74e7,2018-06-14 14:44:06,207.62,125,4.0,{'beleza_saude'}
4837d18df7cb3d4baf1a3959d0244554,05593bfa78dd87f8fb6d212a614f4b23,2018-08-08 13:40:41,67.44,70,3.0,{'relogios_presentes'}
8f3dca4306d5a89e4ae2c65c110603a2,056349f85a73d794119c4286c95a52de,2017-03-03 14:21:58,27.04,593,5.0,{'moveis_decoracao'}
155af62b6c947689a67af5c16acd5c55,057712e71c25f78b04ba3452284c110b,2017-12-11 16:30:45,241.93,310,3.0,{'cama_mesa_banho'}
115030e27b9970683ad81cb05679157c,058af2b14bd6831bf3350cc96b0f4822,2018-05-22 17:19:24,95.8,148,5.0,{'casa_construcao'}
b5b46581465f851df3529a30d2503f59,058b47cafcb62845676917a46cf732e4,2017-10-03 23:52:07,84.2,379,5.0,{'cama_mesa_banho'}
dd20866f2a6d0f83a61cf8887a09528d,058dbc6a010af0332e7515f383c02b5b,2018-07-31 12:11:39,101.25,78,5.0,{'casa_conforto'}
6814507660c72078cbada9b3660683dd,059bbeb3477ed66fd7e670c3f879009a,2017-07-27 10:31:49,42.85,447,3.5,{'automotivo'}
d37b5d5b492f667ea230e377a97fe859,059f6abcb045619604ec4af08b4b5456,2018-01-29 19:05:16,103.35,261,5.0,{'cama_mesa_banho'}
672452f682b6cd65d8256f3e527bb93f,05aac5a18dcd77932007f57de8650622,2017-08-18 15:33:26,169.11,425,5.0,{'informatica_acessorios'}
e8ddc823809246fabd9c235ef7714630,05b3514bb9492bc0eb20959fbf445927,2017-08-03 19:04:35,155.63,440,1.0,{'bebes'}
910ef561b28c67973b74ce21e0d252ea,05bc33363c34f9c8172bd111029be2e1,2017-08-06 18:21:31,173.62,437,5.0,{'beleza_saude'}
5ad96d7a95788923e8ff455366a90015,05c44e3898cc7d836584bfaaa36d0017,2017-03-31 01:33:15,79.73,565,5.0,{'esporte_lazer'}
e05757dc57fc38f5156c82e9e4444f8f,05c60320bb28437325f2d6d67467d93c,2017-11-28 16:07:15,335.31,323,3.0,{'moveis_cozinha_area_de_servico_jantar_e_jardim'}
b9badb100ff8ecc16a403111209e3a06,05ec9565bccc292561dec1d33bfefdfa,2018-08-05 11:15:46,62.92,73,3.0,{'beleza_saude'}
81db097ffce4bd958cfffeca7c41e301,05f0c78f07cfc889061aba07e9eff066,2018-01-26 10:59:37,102.32,264,3.0,{'informatica_acessorios'}
5d63628c95182301765aa1482b0293aa,05f8021cf7217f1990addecad0e24b7a,2018-08-10 20:50:51,198.25,68,4.0,{'telefonia_fixa'}
211aaecea827d378c879c2b2f667c89d,05fd18ef3ce628a45cd42bb394ff081b,2018-05-09 21:07:05,52.38,161,5.0,{'perfumaria'}
49e6749fd8bf4a9218457eb19a92e200,061295e635460bf36f1bb41bd54fd2d2,2017-12-05 12:49:56,257.1,316,5.0,{'relogios_presentes'}
37d0b647301742b1b17d627e4c10aeae,061f2692f309a270bc04537e0a2508bb,2017-12-05 19:03:15,102.23,316,2.0,{'cama_mesa_banho'}
4d7b6c39aa3c7b53acb8058e4094a593,06263a9c3476eea0ca0fd70081bc7cda,2018-02-20 09:50:20,166.58,239,3.0,{'beleza_saude'}
e226254ce0c6d5b7a7ef7218c9b5b518,06351d6c05e58972856f24bc50d69b23,2018-05-08 19:38:58,406.26,162,5.0,{'esporte_lazer'}
cb4253d36367737b6baa4f8ca58fac62,0635e2196d30b3003d5381ca15cb3d87,2018-05-03 14:37:40,59.66,167,5.0,{'fashion_bolsas_e_acessorios'}
c169c9937db997a267f749cdd64c161f,0647d9d193d898f2ff46c9e91a3c8c4b,2017-05-09 14:41:10,837.84,526,5.0,{'informatica_acessorios'}
5f45aa4ef9b8fb99b95d33a970bb64a7,0647f4a0c12192bfb5ea1032d2e2ecdb,2017-09-18 01:02:59,84.81,394,5.0,{'ferramentas_jardim'}
798c34ffa9047399853eab8ca7c0b9a0,0651c427722f910d3a2238dca1975fcc,2017-12-04 22:28:27,1400.03,317,4.0,{'beleza_saude'}
0f0b49d45120fcb28bda56e94bc85673,065963d921de479181824ca8d8737935,2018-02-07 20:18:59,473.95,252,5.0,{'cool_stuff'}
bf429f20c75a39eab83442cda8e59832,0659ee4a8b8b8da8337c94d35e423c74,2017-11-24 14:30:49,368.94,327,5.0,{'esporte_lazer'}
1581a918a58a11d99c69f86d9c0d2098,065a7d9057589f809082e012f696cb5d,2018-04-11 10:48:09,73.97,189,3.0,{'automotivo'}
f62d6572c9c25b3796d058d7b833f8b7,0664199560952a51d76e1ccdadbd2cb7,2017-03-20 17:52:09,101.14,576,2.0,{'cama_mesa_banho'}
2767f1bba0529fe3f48378c05ea40f0f,0666806082c797ed8410aadc2e08f286,2017-06-29 13:40:49,71.82,475,5.0,{'moveis_decoracao'}
d0813c57df04369487ff42ab24dd0ac7,066783a7a5bfa25f21a22e17c7ec9137,2017-04-22 14:01:05,65.05,543,1.0,{'telefonia'}
b0f47d39f0e55621071ec1e93ca6b74d,066e583c1ef730d7f1685807bc618cf7,2017-05-28 08:42:18,61.05,507,5.0,{'fashion_bolsas_e_acessorios'}
2d7a88002fb4c6073fbef4f59707a0e0,0675116b5556a78cf0413f70aa9f235e,2017-01-19 15:21:44,91.85,636,5.0,{'cama_mesa_banho'}
bd8bee2d841f2573c7c4f2d49dfdcaf0,0691840826e5dce3ddfb305ab26bcfab,2017-03-10 17:55:31,101.19,586,5.0,{'moveis_decoracao'}
d0813c57df04369487ff42ab24dd0ac7,069370014d6465fb28770cd9449402c5,2017-11-21 20:32:21,41.38,330,1.0,{'brinquedos'}
630331e73a79ae9a2ba821bd326ea298,06b2c7035561ef12b16045ef4bf459e2,2017-07-05 07:54:14,68.02,469,5.0,{'utilidades_domesticas'}
44dbd08cc06662e0ca8ac504aac75f18,06c0d448cbbe294852cab1310c63ab3b,2018-04-22 20:19:12,384.34,178,1.0,{'cama_mesa_banho'}
94374f520fa9fe75d477ecf113cae041,06c9d7fdab61bfa60de3edd9ec99a28b,2018-04-03 14:13:38,163.55,197,5.0,{'automotivo'}
2d5e5796e7901464c00407e69739c6db,06cd9d207dfbdde70cff4074b5b3dfaf,2018-06-04 09:15:35,100.22,135,5.0,{'malas_acessorios'}
d75acd4c5b7b4dfd32b9d9172b195419,06d5cbe68295558fd6c48998db3ea397,2018-03-27 14:04:31,152.62,204,5.0,"{'utilidades_domesticas', 'alimentos_bebidas'}"
99b8ee09d642ffedf091951a7235faa0,06de165212eea16e848d38f4392d5c11,2017-06-19 16:11:57,35.0,485,5.0,{'informatica_acessorios'}
95828271d6bee6d5eedcd00e639d67a6,06ecfa8dfae87263e05d953aa561603d,2018-08-15 14:01:47,131.46,63,5.0,{'automotivo'}
